Notice Number,Ticket Number,Issue Date,Violation Location,Zip Code,Violation Code,Violation Description,Unit,Unit Description,Officer,Vehicle Make,License Plate Type,Fine Level 1 Amount,Fine Level 2 Amount,Current Amount Due,Total Payments,Ticket Queue,Ticket Queue Date,Notice Level,Hearing Dispo,Hearing Reason
5219373640,7009321798,1/1/21 6:43,800 N CENTRAL AVENUE,606213231,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234953310,6048484549,1/1/21 6:43,4124 W FOSTER AVE,60085,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908130,6048484553,1/1/21 6:44,3047 W JACKSON BLVD,61415,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234884270,6048484552,1/1/21 6:44,6909 S KEDZIE,60620,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5232969180,6048484551,1/1/21 6:44,3646 W MADISON,74134,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/24/2021,,,
5234898640,7009323496,1/1/21 6:44,3100 S KEDZIE AVENUE,608044333,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5216515920,7009321591,1/1/21 6:44,6000 N WESTERN AVE,606591337,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/10/2021,VIOL,,
5234599950,6048484554,1/1/21 6:45,140 N ASHLAND,441081154,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/29/2021,DETR,Liable,
5213195670,6048484555,1/1/21 6:45,3137 W PETERSON,600684917,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/2/2021,DETR,,
5215535930,7009321598,1/1/21 6:45,2000 W FULLERTON AVE,600903943,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5228109580,6048484556,1/1/21 6:46,62 E 95TH,606361418,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,FINL,,
5234908140,6048484557,1/1/21 6:46,8345 S ASHLAND AVE,606205036,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,6/10/2021,FINL,,
5229910770,7009321784,1/1/21 6:46,2400 W MARQUETTE ROAD,606363222,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5235623490,7009322848,1/1/21 6:47,3200 N HARLEM AVE,607071357,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5180046420,6048484558,1/1/21 6:47,115 N OGDEN,606444308,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,70,Paid,4/29/2021,FINL,,
5231724190,71739731,1/1/21 6:48,5024 W PENSACOLA,48180,0964090E,RESIDENTIAL PERMIT PARKING,16,CPD,7203,CHEV,PAS,75,150,150,0,Notice,2/17/2021,SEIZ,,
5225431870,6048484559,1/1/21 6:48,445 W 127TH,608271808,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5204172660,7009321583,1/1/21 6:49,800 W 99TH ST,606205944,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234884250,7009321771,1/1/21 6:49,848 W 87TH STREET,60619,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5223889670,7009321636,1/1/21 6:49,3216 W ADDISON ST,604785513,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5160349420,6048484562,1/1/21 6:50,1315 W GARFIELD BLVD,606428305,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5146575540,6048484560,1/1/21 6:50,5529 S WESTERN,606196711,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/18/2021,FINL,,
5117776110,6048484561,1/1/21 6:50,10318 S INDIANAPOLIS,606362406,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5224785600,7009323482,1/1/21 6:51,2000 W DIVISION,600992361,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/17/2021,DETR,,
5234908150,6048484563,1/1/21 6:51,3137 W PETERSON,60123,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908160,6048484564,1/1/21 6:52,2912 W ROOSEVELT,601232180,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5179921850,6048484566,1/1/21 6:52,3843 S WESTERN,606523729,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,172.82,71.18,Notice,1/14/2021,FINL,,
5229762780,7009325265,1/1/21 6:52,3200 W 31ST STREET,606233219,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/7/2021,DETR,,
5234953320,6048484565,1/1/21 6:52,6909 S KEDZIE,606324022,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5235154000,6048484568,1/1/21 6:54,2912 W ROOSEVELT,606187707,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5223665150,7009321634,1/1/21 6:54,1600 W IRVING PARK ROA,606342634,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/12/2021,VIOL,,
5219280630,6048484567,1/1/21 6:54,449 N COLUMBUS DR,601601608,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5214968270,7009321611,1/1/21 6:55,4200 S CICERO AVENUE,606082365,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/27/2021,DETR,Liable,
5232240390,6048484569,1/1/21 6:55,449 N COLUMBUS DR,606293630,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,FINL,,
5235845990,6048484572,1/1/21 6:56,6818 S KEDZIE,60629,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,FINL,,
5234555460,6048484570,1/1/21 6:56,3843 S WESTERN,60804,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5162209790,7009321587,1/1/21 6:56,340 W UPPER WACKER DR,606203627,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/19/2021,DETR,,
5213558200,6048484573,1/1/21 6:56,3843 S WESTERN,606361101,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/17/2021,FINL,,
5234908170,6048484571,1/1/21 6:56,5120 N PULASKI,601883712,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5235199190,7009321782,1/1/21 6:57,7600 S STONY ISLAND A,60649,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,6/25/2021,FINL,,
5169422380,6048484574,1/1/21 6:57,2080 W PERSHING,60652,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5187775890,6048484575,1/1/21 6:57,3843 S WESTERN,616042079,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5021248820,6048484576,1/1/21 6:58,536 E MORGAN DR,605447340,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
5214504380,7009321620,1/1/21 6:58,8700 S LAFAYETTE AVEN,606186509,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5231414300,6048484579,1/1/21 6:59,3034 W FOSTER,60618,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/29/2021,VIOL,,
5199428380,6048484578,1/1/21 6:59,445 W 127TH,604662204,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234047690,7009321779,1/1/21 6:59,800 W 79TH STREET,60620,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/4/2021,VIOL,,
5215828120,6048484577,1/1/21 6:59,115 N OGDEN,604776597,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5228013780,6048484580,1/1/21 7:00,10318 S INDIANAPOLIS,60453,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,1/27/2021,VIOL,,
5232092600,6048484581,1/1/21 7:01,4436 N WESTERN,607071401,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5173654790,6048484582,1/1/21 7:01,3843 S WESTERN,60608,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,5/16/2021,,,
5231706950,6048484584,1/1/21 7:01,10318 S INDIANAPOLIS,60653,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5233975150,6048484583,1/1/21 7:01,5330 S COTTAGE GROVE,606372435,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5233615110,6048484587,1/1/21 7:02,515 S CENTRAL AVE,60651,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5214309740,6048484586,1/1/21 7:02,6250 W FULLERTON,606391586,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5224571290,7009321608,1/1/21 7:02,400 S WESTERN AVENUE,606442624,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5187794580,6048484589,1/1/21 7:03,5520 S WESTERN,606324437,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5209436400,6048484588,1/1/21 7:03,6247 W FULLERTON,606344909,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/31/2021,VIOL,,
5232474550,7009321646,1/1/21 7:04,1 E 79TH STREET,60619,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234908180,6048484590,1/1/21 7:06,9618 S EWING AVE,60617,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5231901320,6048484592,1/1/21 7:06,6250 W FULLERTON,608042602,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5226652770,6048484591,1/1/21 7:06,4436 N WESTERN,604231579,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908180,6048484593,1/1/21 7:07,10318 S INDIANAPOLIS,60617,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5231406390,6048484594,1/1/21 7:07,3646 W MADISON,601621329,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5120273290,7009321604,1/1/21 7:07,500 N COLUMBUS DRIVE,60617,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234871960,6048484595,1/1/21 7:08,3655 W JACKSON,601015616,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234872240,7009321602,1/1/21 7:08,100 N CICERO AVENUE,464091725,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/28/2021,VIOL,,
5230075060,6048484598,1/1/21 7:09,449 N COLUMBUS DR,60637,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5205315420,6048484596,1/1/21 7:09,6818 S KEDZIE,606192333,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5228259090,6048484597,1/1/21 7:09,1142 W IRVING PARK,604021856,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5228909790,71727909,1/1/21 7:09,2931 N CLYBOURN,606172767,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,14163,CHEV,PAS,150,300,366,0,Notice,1/14/2021,SEIZ,,
5228909790,71727910,1/1/21 7:09,2931 N CLYBOURN,606172767,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,19,CPD,14163,CHEV,PAS,60,120,146.4,0,Notice,1/14/2021,SEIZ,,
5214827670,6048484599,1/1/21 7:10,2416 W 103RD ST,606191706,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5208506250,6048484601,1/1/21 7:11,115 N OGDEN,606471815,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/21/2021,DETR,,
5222149050,6048484602,1/1/21 7:11,2912 W ROOSEVELT,606243447,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
5222740030,6048484600,1/1/21 7:11,8345 S ASHLAND AVE,606192823,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5226348910,6048484603,1/1/21 7:12,3137 W PETERSON,606401745,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/25/2021,VIOL,,
5228208560,6048484604,1/1/21 7:13,5529 S WESTERN,606086359,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,ELE,100,200,0,100,Paid,2/10/2021,VIOL,,
5234915600,7009325363,1/1/21 7:13,7900 S STATE STREET,60619,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5223906860,6048484605,1/1/21 7:14,1315 W GARFIELD BLVD,604284764,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
0,71727911,1/1/21 7:14,2841 N CLYBOURN,,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,14163,JEEP,PAS,150,300,0,150,Paid,1/12/2021,,,
5235168540,71820020,1/1/21 7:15,5 W TERMINAL ST,45238,0964110C,PARK OR STAND ON CROSSWALK,50,CPD,12926,JEEP,PAS,60,120,0,60,Paid,3/31/2021,VIOL,,
5200647050,71749354,1/1/21 7:15,8 W OHIO,606232622,0964080A,RUSH HOUR PARKING,495,Miscellaneous,319,HYUN,PAS,100,200,200,0,Notice,2/11/2021,FINL,,
5232492460,6048484608,1/1/21 7:15,7422 S JEFFERY,60649,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,TMP,0,0,0,0,Warning,1/17/2021,,,
5231502680,6048484606,1/1/21 7:15,8318 S ASHLAND AVE,60649,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5231358250,6048484607,1/1/21 7:15,5885 N RIDGE AVE,60645,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/24/2021,DETR,,
5232718610,7009321597,1/1/21 7:16,3600 N CICERO AVENUE,60634,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5230026980,6048484609,1/1/21 7:16,10318 S INDIANAPOLIS,606191624,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908190,6048484610,1/1/21 7:17,2417 W 103RD ST,606553202,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,CBK,0,0,0,0,Warning,1/17/2021,,,
5208325700,71914378,1/1/21 7:18,900 W 24TH ST,606233034,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,17345,BUIC,PAS,75,150,0,75,Paid,2/10/2021,VIOL,,
5220746990,6048484612,1/1/21 7:18,115 N OGDEN,601531410,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/20/2021,VIOL,,
5234908160,6048484611,1/1/21 7:18,3646 W MADISON,601232180,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
0,71727912,1/1/21 7:19,2815 N LEAVITT,,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,14163,INFI,TMP,150,300,150,0,Define,1/12/2021,,,
5234878480,6048484655,1/1/21 7:19,141 N ASHLAND,60636,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/20/2021,DETR,,
5230802830,7009325254,1/1/21 7:19,1 S WESTERN AVE,606244291,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/19/2021,VIOL,,
5196466620,6048484613,1/1/21 7:19,4433 N WESTERN,606571026,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/3/2021,FINL,,
5227131010,7009321592,1/1/21 7:19,6000 N WESTERN AVE,606303069,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/5/2021,FINL,,
5234872260,7009321612,1/1/21 7:19,4200 S CICERO AVENUE,608033907,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/25/2021,VIOL,,
5092852570,7009321584,1/1/21 7:19,1600 W 87TH ST,60419,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5233056440,71727913,1/1/21 7:21,2815 N LEAVITT,60612,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,14163,FORD,PAS,150,300,0,150,Paid,2/2/2021,VIOL,,
5165577140,6048484615,1/1/21 7:21,3034 W FOSTER,606232530,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234908200,6048484614,1/1/21 7:21,449 N COLUMBUS DR,604381748,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5052622250,6048484619,1/1/21 7:23,8345 S ASHLAND AVE,60466,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,3/8/2021,SEIZ,Liable,
5234908220,6048484620,1/1/21 7:23,3843 S WESTERN,603042022,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908210,6048484618,1/1/21 7:23,8345 S ASHLAND AVE,60411,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5231809790,7009321621,1/1/21 7:23,8700 S LAFAYETTE AVEN,60615,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5153153110,6048484616,1/1/21 7:23,5520 S WESTERN,606291370,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5227027020,7009321613,1/1/21 7:23,4200 S CICERO AVENUE,464091027,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/19/2021,VIOL,,
5234953330,6048484617,1/1/21 7:23,1142 W IRVING PARK,606575628,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5231304320,71911479,1/1/21 7:24,2525 W FITCH AVE,606303889,0964130A,PARK ALLEY,24,CPD,10161,TOYT,PAS,150,300,300,0,Notice,1/14/2021,FINL,,
5138721400,6048484621,1/1/21 7:24,1507 W 83rd ST,852010000,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/1/2021,VIOL,,
5151806930,71490453,1/1/21 7:24,5724 N SPAULDING,606181113,0964150B,PARKING/STANDING PROHIBITED ANYTIME,17,CPD,13086,HOND,PAS,75,150,183,0,Notice,1/14/2021,FINL,,
5229809350,70895177,1/1/21 7:25,6428 N TROY,60625,0964100A,WITHIN 15' OF FIRE HYDRANT,24,CPD,13956,CHEV,PAS,150,300,300,0,Notice,1/21/2021,SEIZ,,
5214309740,6048484623,1/1/21 7:25,6250 W FULLERTON,606391586,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,4/17/2021,SEIZ,,
5213654590,6048484625,1/1/21 7:25,57 E 95TH,601022312,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5231233770,6048484624,1/1/21 7:25,6523 N WESTERN,606343407,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/5/2021,VIOL,,
5232489080,6048484622,1/1/21 7:25,1334 W GARFIELD BLVD,60620,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234915370,7009325255,1/1/21 7:26,5600 W CHICAGO AVENUE,60644,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,TRK,100,200,200,0,Notice,1/14/2021,FINL,,
5231318630,6048484626,1/1/21 7:26,1334 W GARFIELD BLVD,465148357,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5211089010,7009322720,1/1/21 7:26,2000 W DIVERSEY PARKWAY,600051213,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/28/2021,VIOL,,
5018992920,71727914,1/1/21 7:27,2809 N LEAVITT,606188148,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,14163,CHRY,PAS,150,300,300,0,Notice,1/14/2021,DLS,,
5018992920,71727915,1/1/21 7:27,2809 N LEAVITT,606188148,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,19,CPD,14163,CHRY,PAS,60,120,120,0,Notice,1/14/2021,DLS,,
5232027560,6048484628,1/1/21 7:27,1111 N HUMBOLDT,600313715,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5207313310,6048484627,1/1/21 7:27,5529 S WESTERN,606321433,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5018992920,71727916,1/1/21 7:27,2809 N LEAVITT,606188148,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",19,CPD,14163,CHRY,PAS,200,250,250,0,Notice,1/14/2021,DLS,,
5225706260,7009321638,1/1/21 7:28,4200 S CICERO AVENUE,606374698,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,FFM,100,200,0,100,Paid,1/21/2021,VIOL,,
5229285810,6048484630,1/1/21 7:28,5520 S WESTERN,606321328,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/28/2021,DETR,,
5230289010,6048484629,1/1/21 7:28,4124 W FOSTER AVE,600775422,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/31/2021,VIOL,,
5234953340,6048484631,1/1/21 7:29,8345 S ASHLAND AVE,60475,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5200919650,7009321635,1/1/21 7:31,2800 W DEVON AVENUE,602023021,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5231540780,6048484634,1/1/21 7:31,5529 S WESTERN,606384202,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5223063620,6048484633,1/1/21 7:31,1142 W IRVING PARK,606470324,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/14/2021,VIOL,,
5218838520,6048484632,1/1/21 7:31,4436 N WESTERN,606251918,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/8/2021,DETR,,
5234958040,7009321637,1/1/21 7:32,100 N CICERO AVENUE,604917541,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,TRK,100,200,150,50,Notice,1/14/2021,FINL,,
5230895890,7009321632,1/1/21 7:32,7900 S HALSTED STREET,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5221354690,6048484635,1/1/21 7:33,4124 W FOSTER AVE,605176006,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,1/31/2021,VIOL,,
5171619210,72171919,1/1/21 7:33,133 N CENTRAL AVE,606242282,0964130A,PARK ALLEY,15,CPD,19165,HYUN,PAS,150,300,300,0,Notice,1/14/2021,DLS,,
